age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
22,,HS-grad,9,Never-married,,Unmarried,Black,Male,0,0,45,United-States,lte50k
25,Private,11th,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,lte50k
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,lte50k
33,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,lte50k
54,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,gt50k
42,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,lte50k
49,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,lte50k
30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,lte50k
54,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,lte50k
39,Private,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,lte50k
24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,lte50k
21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,44,United-States,lte50k
23,Private,9th,5,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,lte50k
54,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,42,United-States,lte50k
23,Private,Masters,14,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,lte50k
39,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,1726,40,United-States,lte50k
23,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,lte50k
67,,HS-grad,9,Widowed,,Other-relative,White,Female,0,0,8,United-States,lte50k
19,,11th,7,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,0,0,40,Laos,lte50k
41,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1902,40,United-States,gt50k
32,Private,11th,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,lte50k
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
18,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,30,United-States,lte50k
60,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,60,United-States,gt50k
21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,lte50k
53,Private,Some-college,10,Widowed,Adm-clerical,Other-relative,White,Female,0,0,22,United-States,lte50k
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,gt50k
21,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,lte50k
53,Private,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,gt50k
24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,lte50k
36,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,lte50k
29,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,60,United-States,lte50k
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,lte50k
44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,lte50k
32,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,lte50k
25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,lte50k
41,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,27,United-States,lte50k
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,lte50k
57,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,45,United-States,lte50k
62,Private,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Male,10520,0,50,United-States,gt50k
29,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,lte50k
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,lte50k
35,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,gt50k
52,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,gt50k
28,Private,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,lte50k
38,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,lte50k
42,Private,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0,0,40,United-States,lte50k
41,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,lte50k
23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,lte50k
31,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,76,United-States,gt50k
31,Private,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,Mexico,lte50k
46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,gt50k
18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,lte50k
57,Self-emp-not-inc,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,gt50k
25,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,lte50k
32,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
27,Private,9th,5,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,lte50k
46,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,gt50k
17,,10th,6,Never-married,,Own-child,White,Female,0,0,17,United-States,lte50k
43,State-gov,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,lte50k
56,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,gt50k
19,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,lte50k
20,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,lte50k
42,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,lte50k
90,Private,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,99,United-States,lte50k
25,Private,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,35,United-States,lte50k
27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,Jamaica,lte50k
48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,lte50k
48,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,lte50k
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,lte50k
46,Private,Bachelors,13,Widowed,Tech-support,Unmarried,White,Female,0,0,38,United-States,lte50k
32,Private,5th-6th,3,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,United-States,lte50k
22,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,lte50k
24,Private,Bachelors,13,Married-AF-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,gt50k
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,lte50k
20,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,18,United-States,lte50k
28,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,2176,0,40,United-States,lte50k
40,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,gt50k
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,gt50k
54,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,lte50k
59,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,lte50k
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,18,United-States,lte50k
25,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,80,United-States,lte50k
49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,gt50k
55,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,34095,0,60,United-States,lte50k
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
67,Private,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,16,United-States,lte50k
28,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,lte50k
35,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Canada,lte50k
44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,gt50k
51,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,47,United-States,gt50k
55,Private,Bachelors,13,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,lte50k
45,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,78,United-States,gt50k
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,lte50k
45,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,lte50k
45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,England,gt50k
35,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,gt50k
55,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,lte50k
59,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
22,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,lte50k
46,Local-gov,Masters,14,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,lte50k
23,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,lte50k
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,gt50k
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,Germany,lte50k
51,Private,11th,7,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,lte50k
40,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,lte50k
24,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,12,United-States,lte50k
20,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,72,United-States,lte50k
44,Private,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,1831,0,50,United-States,lte50k
26,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,lte50k
35,Local-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,lte50k
23,Private,Some-college,10,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,0,0,40,Vietnam,lte50k
40,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,lte50k
49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,lte50k
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,lte50k
28,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,lte50k
51,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,gt50k
62,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,gt50k
31,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,lte50k
47,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,gt50k
36,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,0,3,United-States,lte50k
44,State-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,lte50k
18,,HS-grad,9,Never-married,,Own-child,White,Female,0,0,20,United-States,lte50k
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
32,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,lte50k
51,Self-emp-not-inc,Assoc-acdm,12,Divorced,Transport-moving,Unmarried,Black,Female,0,0,30,United-States,lte50k
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,gt50k
28,Private,Bachelors,13,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,lte50k
57,Self-emp-inc,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,gt50k
33,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,lte50k
42,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,15,United-States,lte50k
17,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,lte50k
63,,9th,5,Separated,,Not-in-family,Black,Male,0,0,40,United-States,lte50k
31,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,gt50k
34,,Masters,14,Never-married,,Not-in-family,White,Male,4650,0,30,United-States,lte50k
35,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1974,40,United-States,lte50k
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,lte50k
36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,lte50k
24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,24,United-States,lte50k
33,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,gt50k
36,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,lte50k
31,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,lte50k
29,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,3418,0,40,United-States,lte50k
47,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,gt50k
30,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,75,United-States,gt50k
34,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,lte50k
23,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,lte50k
33,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,lte50k
59,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,lte50k
67,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,lte50k
26,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,lte50k
27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,2885,0,40,Laos,lte50k
20,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,36,,lte50k
24,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,39,United-States,lte50k
44,Federal-gov,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,lte50k
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
28,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,lte50k
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,lte50k
31,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States,gt50k
20,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,lte50k
64,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States,lte50k
47,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,gt50k
36,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,lte50k
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,gt50k
19,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico,lte50k
22,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,35,United-States,lte50k
56,Private,9th,5,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,lte50k
22,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,lte50k
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States,gt50k
57,Local-gov,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,lte50k
38,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,gt50k
34,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,lte50k
22,,11th,7,Separated,,Unmarried,Black,Female,0,0,40,United-States,lte50k
38,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,lte50k
30,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,40,South,gt50k
32,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,gt50k
29,Private,12th,8,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40,United-States,lte50k
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,lte50k
42,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,35,United-States,gt50k
66,,10th,6,Divorced,,Not-in-family,White,Male,2050,0,40,United-States,lte50k
71,Local-gov,HS-grad,9,Widowed,Exec-managerial,Other-relative,White,Female,0,0,33,United-States,lte50k
20,Private,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,lte50k
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,36,United-States,lte50k
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,gt50k
20,,HS-grad,9,Never-married,,Own-child,White,Female,0,0,40,United-States,lte50k
61,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,gt50k
24,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,lte50k
51,Private,9th,5,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,lte50k
27,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,lte50k
41,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States,gt50k
31,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,lte50k
39,Private,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,16,United-States,lte50k
36,,HS-grad,9,Married-civ-spouse,,Husband,Black,Male,0,0,40,United-States,lte50k
51,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,lte50k
52,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,lte50k
49,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,gt50k
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,gt50k
49,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,lte50k
19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,lte50k
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,lte50k
67,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,lte50k
58,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,gt50k
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,gt50k
67,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,15831,0,16,Germany,gt50k
61,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,gt50k
55,Local-gov,7th-8th,4,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,lte50k
23,,Assoc-acdm,12,Never-married,,Own-child,Asian-Pac-Islander,Male,0,0,16,Philippines,lte50k
35,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,lte50k
35,Private,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,38,United-States,lte50k
20,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,lte50k
51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,lte50k
23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,lte50k
39,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,24,United-States,lte50k
36,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,lte50k
47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,gt50k
27,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,80,United-States,gt50k
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
21,State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,lte50k
18,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,lte50k
24,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,20,United-States,lte50k
39,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
51,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,lte50k
47,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,40,United-States,gt50k
62,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,lte50k
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
20,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,lte50k
24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,lte50k
25,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,lte50k
54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,lte50k
25,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,lte50k
20,,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,45,United-States,lte50k
43,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,55,United-States,gt50k
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,38,United-States,lte50k
24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,lte50k
18,Private,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,20,United-States,lte50k
45,Self-emp-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,,gt50k
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,lte50k
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,lte50k
47,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,lte50k
54,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,lte50k
21,Without-pay,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,lte50k
29,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,99,United-States,lte50k
68,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,lte50k
21,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,48,Mexico,lte50k
28,Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,lte50k
46,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,gt50k
35,Private,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Female,0,0,48,United-States,lte50k
50,Self-emp-not-inc,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,United-States,lte50k
48,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,lte50k
17,,10th,6,Never-married,,Own-child,White,Male,0,0,40,United-States,lte50k
59,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,50,United-States,gt50k
23,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,lte50k
53,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,30,United-States,lte50k
50,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,gt50k
32,,5th-6th,3,Never-married,,Unmarried,White,Female,0,0,45,Mexico,lte50k
53,Private,12th,8,Married-spouse-absent,Handlers-cleaners,Not-in-family,Other,Male,0,0,56,Dominican-Republic,lte50k
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,48,United-States,lte50k
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,lte50k
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,gt50k
